,Unnamed: 0,contributor,city,climate_zone,building_type,thermal_sensation,country,latitude,longitude,koppen,ta,rh,clothing_insulation,year,vel,mean_radiant_temperature,coolingsys,season,pmv_ce,metabolic_rate,ppd_ce,to,age
6780,6780,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,20.5,60.0,1.94,2012.0,0.1,20.5,Radiant floor heating,Winter Season,0.93,1.4,23.53,20.5,25.0
6810,6810,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,20.7,61.0,0.98,2013.0,0.1,20.7,Radiant floor heating,Winter Season,-0.64,1.0,13.55,20.7,25.0
6840,6840,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,18.9,58.0,1.89,2013.0,0.1,18.9,Radiant floor heating,Winter Season,0.15,1.0,5.46,18.9,25.0
6870,6870,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,20.8,49.0,1.09,2014.0,0.1,20.8,Radiant floor heating,Winter Season,-0.48,1.0,9.92,20.8,25.0
6900,6900,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,19.6,63.0,1.75,2014.0,0.1,19.6,Radiant floor heating,Winter Season,0.18,1.0,5.68,19.6,25.0
6930,6930,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,15.4,70.0,1.75,2014.0,0.1,15.4,Radiant floor heating,Winter Season,-0.16,1.2,5.51,15.4,25.0
6960,6960,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,-1.0,china,31.2323437,121.4691024,Cfa,18.2,51.0,2.24,2015.0,0.1,18.2,Radiant floor heating,Winter Season,0.28,1.0,6.6,18.2,25.0
6990,6990,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,-1.0,china,31.2323437,121.4691024,Cfa,18.6,60.0,1.13,2013.0,0.1,18.6,Naturally Ventilated,Transition Season,-0.37,1.2,7.91,18.6,25.0
7020,7020,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,-1.0,china,31.2323437,121.4691024,Cfa,19.9,38.0,1.75,2015.0,0.1,19.9,Naturally Ventilated,Winter Season,0.09,1.0,5.15,19.9,25.0
7050,7050,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,1.0,china,31.2323437,121.4691024,Cfa,15.5,79.0,1.68,2015.0,0.1,15.5,Naturally Ventilated,Transition Season,-0.66,1.0,14.22,15.5,25.0
7080,7080,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,0.0,china,31.2323437,121.4691024,Cfa,19.2,79.0,1.83,2014.0,0.1,19.2,Naturally Ventilated,Transition Season,0.58,1.2,12.0,19.2,25.0
7110,7110,Tongji University,Shanghai City,Hot summer and cold winter zone,Residential,1.0,china,31.2323437,121.4691024,Cfa,16.0,52.0,2.39,2013.0,0.1,16.0,Small electric heater heating,Winter Season,0.37,1.2,7.82,16.0,25.0
7140,7140,Harbin Institute of Technology ,"Heilongjiang Province, Harbin City",Cold zone,Educationnal,1.0,china,45.7593633,126.6276177,Dwa,21.9,61.0,1.0,2020.0,0.09,21.9,Naturally Ventilated,Transition Season,-0.27,1.0,6.51,21.9,22
7170,7170,Harbin Institute of Technology ,"Heilongjiang Province, Harbin City",Cold zone,Educationnal,0.0,china,45.7593633,126.6276177,Dwa,19.0,64.0,1.0,2020.0,0.08,19.0,Naturally Ventilated,Transition Season,-1.05,1.0,28.58,19.0,18-30
7200,7200,Harbin Institute of Technology ,"Heilongjiang Province, Harbin City",Cold zone,Educationnal,0.0,china,45.7593633,126.6276177,Dwa,24.8,49.0,0.89,2020.0,0.08,24.8,Naturally Ventilated,Transition Season,0.31,1.0,6.96,24.8,20
7230,7230,Harbin Institute of Technology ,"Heilongjiang Province, Harbin City",Cold zone,Educationnal,-1.0,china,45.7593633,126.6276177,Dwa,24.1,51.0,0.91,2020.0,0.08,24.1,Naturally Ventilated,Transition Season,0.15,1.0,5.46,24.1,20
7260,7260,Tsinghua University,"Yunnan Province, Kunming City",Mild zone,Residential,-1.0,china,24.92560035,102.57313848245528,Cwb,23.0,50.0,1.25,2017.0,0.1,16.4,Naturally Ventilated,Transition Season,-1.3,1.0,40.64,16.4,25.0
7290,7290,Tsinghua University,"Yunnan Province, Kunming City",Mild zone,Residential,-2.0,china,24.92560035,102.57313848245528,Cwb,23.0,47.0,1.28,2017.0,0.1,15.8,Naturally Ventilated,Transition Season,-1.39,1.0,45.28,15.8,25.0
7320,7320,Tsinghua University,"Yunnan Province, Kunming City",Mild zone,Residential,0.0,china,24.92560035,102.57313848245528,Cwb,23.0,39.0,0.7,2017.0,0.1,17.9,Naturally Ventilated,Transition Season,-2.33,1.0,89.32,17.9,25.0
7350,7350,Tsinghua University,"Yunnan Province, Kunming City",Mild zone,Residential,1.1,china,24.92560035,102.57313848245528,Cwb,23.0,45.0,1.15,2017.0,0.1,18.5,Naturally Ventilated,Transition Season,-1.0,1.0,26.42,18.5,25.0
7380,7380,Tsinghua University,"Yunnan Province, Kunming City",Mild zone,Residential,-0.7,china,24.92560035,102.57313848245528,Cwb,23.0,62.0,1.06,2017.0,0.1,16.1,Naturally Ventilated,Transition Season,-1.71,1.0,62.68,16.1,25.0
7410,7410,Dalian University of Technology ,"Liaoning Province, Dalian City",Severe cold zone,Rural residence,0.0,china,38.9152032,121.5591728,Dwa,17.2,39.0,0.59,2014.0,0.1,17.2,Furnace heating,Winter Season,-2.03,1.2,78.13,17.2,25.0
7440,7440,Dalian University of Technology ,"Liaoning Province, Dalian City",Severe cold zone,Rural residence,0.0,china,38.9152032,121.5591728,Dwa,20.3,39.0,0.93,2015.0,0.1,20.3,Furnace heating,Winter Season,-0.42,1.2,8.73,20.3,25.0
7470,7470,Tsinghua University,Tianjin City,Severe cold zone,Office,1.0,china,39.1175488,117.1913008,BSk,25.5,27.0,1.17,2017.0,0.05,25.5,Floor radiation + fan coil,Winter Season,0.79,1.1,18.16,25.5,25.0
7500,7500,Tsinghua University,Tianjin City,Severe cold zone,Office,-1.0,china,39.1175488,117.1913008,BSk,23.7,32.0,0.83,2017.0,0.05,23.7,Floor radiation + fan coil,Winter Season,-0.01,1.1,5.0,23.7,25.0
7530,7530,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,24.5,30.0,0.6,2017.0,0.06,24.5,Floor radiation + fan coil,Winter Season,-0.2,1.1,5.83,24.5,25.0
7560,7560,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,24.4,28.0,0.5,2017.0,0.07,24.4,Floor radiation + fan coil,Winter Season,0.87,2.0,20.94,24.4,25.0
7590,7590,Tsinghua University,Tianjin City,Severe cold zone,Office,1.0,china,39.1175488,117.1913008,BSk,22.6,21.0,0.7,2017.0,0.05,22.6,Floor radiation + fan coil,Winter Season,-0.62,1.1,13.18,22.6,25.0
7620,7620,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,18.5,24.0,0.88,2017.0,0.05,18.5,Floor radiation + fan coil,Winter Season,-1.32,1.1,41.45,18.5,25.0
7650,7650,Tsinghua University,Tianjin City,Severe cold zone,Office,1.0,china,39.1175488,117.1913008,BSk,23.0,52.0,0.5,2018.0,0.11,23.0,Naturally Ventilated,Transition Season,-0.82,1.1,19.35,23.0,25.0
7680,7680,Tsinghua University,Tianjin City,Severe cold zone,Office,1.0,china,39.1175488,117.1913008,BSk,23.6,52.0,0.55,2018.0,0.05,23.6,Naturally Ventilated,Transition Season,-0.44,1.1,9.04,23.6,25.0
7710,7710,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,21.5,27.0,0.5,2018.0,0.05,21.5,Naturally Ventilated,Transition Season,-1.44,1.1,47.94,21.5,25.0
7740,7740,Tsinghua University,Tianjin City,Severe cold zone,Office,1.0,china,39.1175488,117.1913008,BSk,26.9,30.0,0.84,2018.0,0.05,26.9,Floor radiation + fan coil,Winter Season,0.84,1.1,19.99,26.9,25.0
7770,7770,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,22.8,36.0,0.83,2018.0,0.1,22.8,Floor radiation + fan coil,Winter Season,-0.22,1.1,6.05,22.8,25.0
7800,7800,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,19.5,50.0,0.45,2018.0,0.1,19.5,Floor radiation + fan coil,Winter Season,-2.17,1.1,83.92,19.5,25.0
7830,7830,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,26.9,30.0,0.45,2018.0,0.1,26.9,Floor radiation + fan coil,Winter Season,0.32,1.1,7.08,26.9,25.0
7860,7860,Tsinghua University,Tianjin City,Severe cold zone,Office,1.0,china,39.1175488,117.1913008,BSk,26.6,30.0,0.92,2018.0,0.1,26.6,Floor radiation + fan coil,Winter Season,0.84,1.1,19.87,26.6,25.0
7890,7890,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,26.6,30.0,0.45,2018.0,0.1,26.6,Floor radiation + fan coil,Winter Season,0.2,1.1,5.87,26.6,25.0
7920,7920,Tsinghua University,Tianjin City,Severe cold zone,Office,-1.0,china,39.1175488,117.1913008,BSk,26.1,27.0,1.02,2018.0,0.1,26.1,Floor radiation + fan coil,Winter Season,0.78,1.1,18.05,26.1,25.0
7950,7950,Tsinghua University,Tianjin City,Severe cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,19.1,48.0,0.45,2018.0,0.1,19.1,Floor radiation + fan coil,Winter Season,-2.33,1.1,89.17,19.1,25.0
7980,7980,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,-1.0,china,31.2323437,121.4691024,Cfa,24.2,43.0,0.33,2021.0,0.1,24.2,Convection heating,Winter Season,-0.86,1.1,20.81,24.2,25.0
8010,8013,Tongji University,"Yunnan Province, Kunming City",Mild zone,Residential,-1.0,china,24.92560035,102.57313848245528,Cwb,10.0,81.0,0.51,2021.0,0.1,10.0,Naturally Ventilated,Winter Season,-8.76,0.8,100.0,10.0,25.0
8040,8047,Tongji University,"Fujian Province, Fuzhou City",Hot summer and warm winter zone,Residential,-1.0,china,26.07366075,119.18235985578158,Cfa,17.7,67.0,0.43,2021.0,0.1,17.7,Naturally Ventilated,Winter Season,-4.35,0.9,100.0,17.7,25.0
8070,8079,Tongji University,"Yunnan Province, Kunming City",Mild zone,Residential,0.0,china,24.92560035,102.57313848245528,Cwb,18.5,54.0,0.29,2021.0,0.1,18.5,Naturally Ventilated,Winter Season,-4.94,0.9,100.0,18.5,25.0
8100,8110,Tongji University,"Yunnan Province, Kunming City",Mild zone,Residential,0.0,china,24.92560035,102.57313848245528,Cwb,25.7,37.0,0.64,2021.0,0.1,25.7,Naturally Ventilated,Winter Season,0.09,1.0,5.16,25.7,25.0
8130,8141,Tongji University,"Yunnan Province, Kunming City",Mild zone,Residential,0.0,china,24.92560035,102.57313848245528,Cwb,19.5,41.0,0.36,2021.0,0.1,19.5,Naturally Ventilated,Winter Season,-3.16,1.0,99.63,19.5,25.0
8160,8171,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,2.0,china,31.2323437,121.4691024,Cfa,23.6,35.0,0.69,2021.0,0.1,23.6,Naturally Ventilated,Winter Season,-1.06,0.9,28.84,23.6,25.0
8190,8201,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,-1.0,china,31.2323437,121.4691024,Cfa,21.5,60.0,0.4,2021.0,0.1,21.5,Naturally Ventilated,Winter Season,-2.01,1.0,77.38,21.5,25.0
8220,8231,Tongji University,Shanghai City,Hot summer and cold winter zone,Dormitory,0.0,china,31.2323437,121.4691024,Cfa,19.2,93.0,0.36,2021.0,0.1,19.2,Convection heating,Winter Season,-2.99,1.0,99.08,19.2,25.0
8250,8261,Tongji University,"Yunnan Province, Kunming City",Mild zone,Residential,0.0,china,24.92560035,102.57313848245528,Cwb,19.5,43.0,0.22,2021.0,0.1,19.5,Naturally Ventilated,Winter Season,-3.98,1.0,100.0,19.5,25.0
8280,8291,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,1.0,china,31.2323437,121.4691024,Cfa,24.7,45.0,0.64,2021.0,0.1,24.7,Convection heating,Winter Season,-0.19,1.0,5.75,24.7,25.0
8310,8321,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,-1.0,china,31.2323437,121.4691024,Cfa,24.7,48.0,0.64,2021.0,0.1,24.7,Naturally Ventilated,Winter Season,-0.16,1.0,5.57,24.7,25.0
8340,8351,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,0.0,china,31.2323437,121.4691024,Cfa,22.2,51.0,0.57,2021.0,0.1,22.2,Convection heating,Winter Season,-1.21,1.0,35.86,22.2,25.0
8370,8381,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,0.0,china,31.2323437,121.4691024,Cfa,23.3,41.0,0.72,2021.0,0.1,23.3,Naturally Ventilated,Winter Season,-0.52,1.0,10.69,23.3,25.0
8400,8411,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,0.0,china,31.2323437,121.4691024,Cfa,24.5,58.0,0.24,2021.0,0.1,24.5,Convection heating,Winter Season,-1.3,1.0,40.7,24.5,25.0
8430,8441,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,1.0,china,31.2323437,121.4691024,Cfa,23.8,56.0,0.64,2021.0,0.1,23.8,Naturally Ventilated,Winter Season,-0.41,1.0,8.61,23.8,25.0
8460,8471,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,-1.0,china,31.2323437,121.4691024,Cfa,24.2,35.0,0.53,2021.0,0.1,24.2,Naturally Ventilated,Winter Season,-0.71,1.0,15.56,24.2,25.0
8490,8501,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,0.0,china,31.2323437,121.4691024,Cfa,24.3,51.0,0.53,2021.0,0.1,24.3,Convection heating,Winter Season,-0.03,1.2,5.02,24.3,25.0
8520,8531,Tongji University,Shanghai City,Hot summer and cold winter zone,Office,0.0,china,31.2323437,121.4691024,Cfa,24.2,41.0,0.7,2021.0,0.1,24.2,Naturally Ventilated,Winter Season,-0.27,1.0,6.49,24.2,25.0
8550,8561,Dalian University of Technology,"Hebei Province,Handan City",Cold zone,Residential,-1.0,china,36.71329335,114.22376650091108,BSk,15.7,33.0,2.06,2019.0,0.0,20.7,Radiator heating,Winter Season,-0.05,1.0,5.05,18.1,41-50
8580,8591,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Office,1.0,china,34.4561003,113.0288996,Cwa,23.5,25.0,0.9,2019.0,0.0,25.2,Convection heating,Winter Season,0.01,1.0,5.0,24.4,31-40
8610,8621,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Residential,1.0,china,34.4561003,113.0288996,Cwa,23.3,33.0,1.54,2019.0,0.0,24.1,Radiant floor heating,Winter Season,0.67,1.0,14.53,23.9,18-30
8640,8651,Dalian University of Technology,"Henan Province,Luoyang City",Cold zone,Office,-1.0,china,34.6367974,112.3921623,BSk,17.5,29.0,1.55,2019.0,0.0,19.3,Convection heating,Winter Season,-0.5,1.0,10.19,18.5,18-30
8670,8681,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Office,1.0,china,34.4561003,113.0288996,Cwa,25.8,23.0,0.87,2019.0,0.0,27.1,Convection heating,Winter Season,0.18,0.9,5.67,26.5,18-30
8700,8711,Dalian University of Technology,Tianjin City,Cold zone,Office,0.0,china,39.1175488,117.1913008,BSk,22.8,23.0,1.22,2019.0,0.0,24.2,Convection heating,Winter Season,0.2,1.0,5.85,23.6,18-30
8730,8741,Dalian University of Technology,Tianjin City,Cold zone,Office,2.0,china,39.1175488,117.1913008,BSk,24.1,26.0,0.91,2019.0,0.0,25.1,Radiator heating,Winter Season,0.13,1.0,5.33,24.7,31-40
8760,8771,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Residential,-1.0,china,38.9152032,121.5591728,Dwa,18.8,36.0,1.02,2019.0,0.0,20.5,Radiant floor heating,Winter Season,-2.2,0.8,84.88,20.1,31-40
8790,8801,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Residential,-1.0,china,38.9152032,121.5591728,Dwa,17.0,50.0,1.48,2019.0,0.0,17.9,Radiant floor heating,Winter Season,-0.67,1.0,14.62,17.5,18-30
8820,8831,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,1.0,china,38.9152032,121.5591728,Dwa,21.4,34.0,0.74,2019.0,0.0,22.0,Radiator heating,Winter Season,-1.04,1.0,28.11,21.7,18-30
8850,8861,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,0.0,china,38.9152032,121.5591728,Dwa,21.4,24.0,1.04,2019.0,0.0,21.7,Radiator heating,Winter Season,-0.57,1.0,11.79,21.5,31-40
8880,8891,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,0.0,china,38.9152032,121.5591728,Dwa,26.9,28.0,0.56,2019.0,0.0,26.5,Naturally Ventilated,Transition Season,0.19,1.0,5.72,26.6,18-30
8910,8921,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,1.0,china,38.9152032,121.5591728,Dwa,26.2,26.0,0.59,2019.0,0.0,26.0,Naturally Ventilated,Transition Season,-0.43,0.9,8.81,26.1,18-30
8940,8951,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,0.0,china,38.9152032,121.5591728,Dwa,25.8,43.0,0.34,2019.0,0.07,26.3,Convection cooling,Summer Season,-0.42,1.0,8.76,26.0,18-30
8970,8981,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Office,0.0,china,34.4561003,113.0288996,Cwa,25.0,67.0,0.46,2019.0,0.16,25.2,Convection cooling,Summer Season,-0.44,1.0,9.1,25.1,41-50
9000,9011,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Office,0.0,china,34.4561003,113.0288996,Cwa,27.1,61.0,0.2,2019.0,0.02,27.6,Convection cooling,Summer Season,-0.02,1.0,5.01,27.4,31-40
9030,9041,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Office,1.0,china,34.4561003,113.0288996,Cwa,27.8,66.0,0.33,2019.0,0.01,27.9,Convection cooling,Summer Season,0.99,1.3,25.88,27.7,31-40
9060,9071,Dalian University of Technology,"Henan Province,Zhengzhou City",Cold zone,Office,-1.0,china,34.4561003,113.0288996,Cwa,27.4,70.0,0.57,2019.0,0.06,27.6,Convection cooling,Summer Season,0.9,1.0,22.21,27.5,18-30
9090,9101,Dalian University of Technology,"Henan Province,Luoyang City",Cold zone,Office,0.0,china,34.6367974,112.3921623,BSk,26.1,67.0,0.31,2019.0,0.04,26.0,Convection cooling,Summer Season,-1.47,0.8,49.39,26.0,18-30
9120,9131,Dalian University of Technology,"Henan Province,Luoyang City",Cold zone,Office,0.0,china,34.6367974,112.3921623,BSk,26.4,52.0,0.43,2019.0,0.01,27.1,Convection cooling,Summer Season,0.25,1.0,6.35,26.9,31-40
9150,9161,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,1.0,china,38.9152032,121.5591728,Dwa,27.1,50.0,0.61,2019.0,0.09,26.2,Convection cooling,Summer Season,0.47,1.0,9.72,26.6,51-60
9180,9191,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,-1.0,china,38.9152032,121.5591728,Dwa,26.1,49.0,0.24,2019.0,0.01,25.6,Convection cooling,Summer Season,-0.72,1.0,15.89,25.8,31-40
9210,9221,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,1.0,china,38.9152032,121.5591728,Dwa,22.8,68.0,0.49,2019.0,0.06,23.3,Convection cooling,Summer Season,-1.51,0.9,51.53,23.3,31-40
9240,9251,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,0.0,china,38.9152032,121.5591728,Dwa,27.7,46.0,0.31,2019.0,0.14,26.6,Convection cooling,Summer Season,-0.47,0.9,9.71,27.1,18-30
9270,9281,Dalian University of Technology,"Liaoning Province,Dalian City",Cold zone,Office,0.0,china,38.9152032,121.5591728,Dwa,25.8,50.0,0.5,2019.0,0.05,26.4,Convection cooling,Summer Season,0.03,1.0,5.02,26.1,31-40
9300,9311,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Office,-0.3,china,45.7593633,126.6276177,Dwa,19.1,18.0,1.02,2011.0,0.1,17.8,Radiator heating,Winter Season,-1.49,1.0,50.52,18.2,25.0
9330,9341,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Office,1.5,china,45.7593633,126.6276177,Dwa,20.8,57.0,1.02,2012.0,0.11,20.6,Radiator heating,Winter Season,-0.72,1.0,16.03,20.5,25.0
9360,9371,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Office,0.8,china,45.7593633,126.6276177,Dwa,19.4,29.0,1.02,2013.0,0.01,20.6,Radiant floor heating,Winter Season,-0.93,1.0,23.44,20.1,25.0
9390,9401,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Office,0.0,china,45.7593633,126.6276177,Dwa,22.1,38.0,1.02,2013.0,0.01,20.9,Radiant floor heating,Winter Season,-0.51,1.0,10.56,21.4,25.0
9420,9431,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,-1.0,china,45.7593633,126.6276177,Dwa,22.1,29.0,1.07,2011.0,0.14,24.1,Radiator heating,Winter Season,0.17,1.2,5.6,23.2,19
9450,9461,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,-2.0,china,45.7593633,126.6276177,Dwa,21.2,22.0,0.96,2011.0,0.12,21.7,Radiator heating,Winter Season,-0.28,1.2,6.68,21.5,20
9480,9491,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,0.0,china,45.7593633,126.6276177,Dwa,23.6,40.0,1.17,2011.0,0.1,23.1,Radiator heating,Winter Season,0.51,1.2,10.4,23.3,21
9510,9521,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,2.0,china,45.7593633,126.6276177,Dwa,22.0,33.0,0.92,2011.0,0.1,22.4,Radiator heating,Winter Season,-0.06,1.2,5.08,22.2,18
9540,9551,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,0.0,china,45.7593633,126.6276177,Dwa,24.9,43.0,1.16,2011.0,0.1,24.2,Radiator heating,Winter Season,0.74,1.2,16.71,24.5,17
9570,9581,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,-1.0,china,45.7593633,126.6276177,Dwa,23.4,15.0,0.99,2010.0,0.1,22.2,Radiator heating,Winter Season,0.02,1.2,5.01,22.9,23
9600,9611,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,0.0,china,45.7593633,126.6276177,Dwa,24.9,19.0,0.4,2011.0,0.1,23.0,Naturally Ventilated,Transition Season,-1.34,1.0,42.47,23.9,22
9630,9641,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,2.0,china,45.7593633,126.6276177,Dwa,26.4,22.0,0.83,2011.0,0.11,25.9,Naturally Ventilated,Transition Season,0.32,1.0,7.19,26.2,20
9660,9671,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,1.0,china,45.7593633,126.6276177,Dwa,25.3,17.0,0.48,2011.0,0.13,24.6,Naturally Ventilated,Transition Season,-0.85,1.0,20.31,25.0,20
9690,9701,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,0.0,china,45.7593633,126.6276177,Dwa,24.9,20.0,0.53,2011.0,0.1,24.5,Naturally Ventilated,Transition Season,-0.81,1.0,18.84,24.7,21
9720,9731,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,-1.0,china,45.7593633,126.6276177,Dwa,25.8,19.0,0.88,2011.0,0.11,25.9,Naturally Ventilated,Transition Season,0.28,1.0,6.6,25.9,19
9750,9761,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,2.0,china,45.7593633,126.6276177,Dwa,25.9,20.0,0.63,2011.0,0.1,24.8,Naturally Ventilated,Transition Season,-0.27,1.0,6.57,25.3,21
9780,9791,Harbin Institute of Technology,"Heilongjiang Province, Harbin City",Severe cold zone,Educational,0.0,china,45.7593633,126.6276177,Dwa,25.5,18.0,0.69,2011.0,0.1,24.5,Naturally Ventilated,Transition Season,-0.29,1.0,6.81,25.0,20
9810,9821,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,24.1,43.0,0.52,2019.0,0.09,23.8,Convection cooling,Summer Season,-0.47,1.1,9.72,23.9,25.0
9840,9851,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,23.4,43.0,0.57,2019.0,0.09,23.2,Convection cooling,Summer Season,-0.58,1.1,12.21,23.2,25.0
9870,9881,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,25.4,28.0,0.36,2019.0,0.05,25.1,Convection cooling,Summer Season,-0.51,1.1,10.56,25.2,25.0
9900,9911,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,24.2,39.0,0.29,2019.0,0.09,24.0,Convection cooling,Transition Season,-1.0,1.1,26.05,24.2,25.0
9930,9941,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,25.5,24.0,0.46,2019.0,0.0,25.7,Convection cooling,Transition Season,-0.15,1.1,5.46,25.7,25.0
9960,9971,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,24.8,39.0,0.31,2019.0,0.0,25.2,Convection cooling,Transition Season,-0.62,1.1,13.24,25.0,25.0
9990,10001,Tsinghua University,Beijing,Cold zone,Educational,1.0,china,40.190632,116.412144,BSk,25.3,44.0,0.52,2019.0,0.0,25.5,Convection cooling,Transition Season,0.09,1.1,5.16,25.5,25.0
10020,10031,Tsinghua University,Beijing,Cold zone,Educational,-1.0,china,40.190632,116.412144,BSk,24.5,26.0,0.52,2019.0,0.0,26.8,Convection cooling,Transition Season,-0.01,1.1,5.0,25.8,25.0
10050,10061,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,23.6,35.0,0.42,2019.0,0.0,23.9,Convection cooling,Transition Season,-0.85,1.1,20.43,23.7,25.0
10080,10091,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,21.1,21.0,0.58,2019.0,0.0,22.7,Convection heating,Winter Season,-1.08,1.1,29.93,22.1,25.0
10110,10121,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,18.3,26.0,1.23,2019.0,0.0,18.3,Convection heating,Winter Season,-0.73,1.1,16.28,18.2,25.0
10140,10151,Tsinghua University,Beijing,Cold zone,Educational,1.0,china,40.190632,116.412144,BSk,19.4,54.0,1.57,2019.0,0.0,21.4,Convection heating,Winter Season,0.3,1.1,6.89,20.6,25.0
10170,10181,Tsinghua University,Beijing,Cold zone,Educational,0.0,china,40.190632,116.412144,BSk,24.0,30.0,0.92,2019.0,0.0,24.3,Convection heating,Transition Season,0.17,1.1,5.61,24.0,25.0
