,Unnamed: 0,contributor,city,climate_zone,building_type,thermal_sensation,country,latitude,longitude,koppen,ta,rh,clothing_insulation,year,vel,mean_radiant_temperature,coolingsys,season,pmv_ce,metabolic_rate,ppd_ce,to,age
56340,57382,Alison Kwok,honolulu,tropical savanna,office,0.5,usa,21.3098845,-157.8581401,Ocean,22.24625,60.48425,0.61,1996.0,0.1,22.065356455655664,air conditioned,winter,-0.29,1.2,5.0,22.155803227827832,17.0
56370,57412,Alison Kwok,honolulu,tropical savanna,office,0.0,usa,21.3098845,-157.8581401,Ocean,22.569714285714284,54.31457142857141,0.6899999999999998,1996.0,0.1,22.177225425457763,air conditioned,winter,-0.29,1.2,5.0,22.373469855586023,17.0
56400,57442,Alison Kwok,honolulu,tropical savanna,office,-1.0,usa,21.3098845,-157.8581401,Ocean,21.3502,62.16280000000001,0.44,1996.0,0.1,20.98978570182885,air conditioned,winter,-0.29,1.2,5.0,21.169992850914426,15.0
56430,57472,Alison Kwok,honolulu,tropical savanna,office,-1.0,usa,21.3098845,-157.8581401,Ocean,21.155666666666665,63.98466666666664,0.7,1996.0,0.1,20.875435486439752,air conditioned,winter,-0.29,1.2,5.0,21.01555107655321,16.0
56460,57502,Alison Kwok,honolulu,tropical savanna,office,-1.5,usa,21.3098845,-157.8581401,Ocean,22.13275,64.753,0.59,1996.0,0.1,21.92358373238972,air conditioned,winter,-0.29,1.2,5.0,22.02816686619486,17.0
56490,57532,Alison Kwok,honolulu,tropical savanna,office,-1.5,usa,21.3098845,-157.8581401,Ocean,22.1725,67.42325000000002,0.54,1996.0,0.1,22.11237323554048,air conditioned,winter,-0.29,1.2,5.0,22.14243661777024,16.0
56520,57562,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,1.0,india,19.0759837,72.8776559,Am,28.9,78.5,0.25,2018.0,0.93,25.5,naturally ventilated,hot/wet,-0.29,0.9,5.0,26.0,60.0
56550,57592,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,27.5,86.1,0.51,2018.0,0.36,25.5,naturally ventilated,hot/wet,-0.29,1.9,5.0,26.0,17.0
56580,57622,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,28.3,86.5,0.38,2018.0,0.23,25.5,naturally ventilated,hot/wet,-0.29,1.2,5.0,26.0,72.0
56610,57652,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,29.0,70.6,0.46,2018.0,0.76,25.5,naturally ventilated,hot/wet,-0.29,0.9,5.0,26.0,22.0
56640,57682,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,28.9,70.2,0.44,2018.0,0.26,25.5,naturally ventilated,hot/wet,-0.29,0.9,5.0,26.0,56.0
56670,57712,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,29.3,59.1,0.39,2018.0,0.09,25.5,naturally ventilated,cool/dry,-0.29,2.0,5.0,26.0,35.0
56700,57742,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,-1.0,india,19.0759837,72.8776559,Am,26.3,56.8,0.46,2018.0,0.0,25.5,naturally ventilated,cool/dry,-0.29,0.9,5.0,26.0,30.0
56730,57772,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,-1.0,india,19.0759837,72.8776559,Am,25.6,40.3,0.39,2018.0,0.0,25.5,naturally ventilated,cool/dry,-0.29,1.2,5.0,26.0,22.0
56760,57802,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,30.7,61.9,0.59,2018.0,0.21,25.5,naturally ventilated,hot/wet,-0.29,0.9,5.0,26.0,30.0
56790,57832,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,31.6,61.0,0.51,2018.0,0.3,25.5,naturally ventilated,hot/wet,-0.29,2.0,5.0,26.0,25.0
56820,57863,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,2.0,india,19.0759837,72.8776559,Am,32.1,68.5,1.37,2018.0,0.26,25.5,naturally ventilated,hot/wet,-0.29,2.0,5.0,26.0,26.0
56850,57893,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,3.0,india,19.0759837,72.8776559,Am,33.6,60.2,0.78,2018.0,0.0,25.5,naturally ventilated,hot/wet,-0.29,2.0,5.0,26.0,26.0
56880,57923,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,-1.0,india,19.0759837,72.8776559,Am,28.6,76.5,0.41,2018.0,0.24,25.5,naturally ventilated,hot/wet,-0.29,1.9,5.0,26.0,23.0
56910,57953,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,29.4,72.9,0.29,2018.0,0.69,25.5,naturally ventilated,hot/wet,-0.29,1.2,5.0,26.0,24.0
56940,57983,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,27.5,81.7,0.63,2018.0,0.38,25.5,naturally ventilated,hot/wet,-0.29,0.7,5.0,26.0,19.0
56970,58013,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,-1.0,india,19.0759837,72.8776559,Am,27.1,80.3,0.43,2018.0,0.26,25.5,naturally ventilated,hot/wet,-0.29,0.7,5.0,26.0,24.0
57000,58043,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,1.0,india,19.0759837,72.8776559,Am,26.8,47.9,0.44,2018.0,0.22,25.5,naturally ventilated,cool/dry,-0.29,0.9,5.0,26.0,54.0
57030,58073,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,1.0,india,19.0759837,72.8776559,Am,29.2,53.1,0.41,2018.0,0.13,25.5,naturally ventilated,cool/dry,-0.29,1.9,5.0,26.0,32.0
57060,58103,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,28.2,49.6,0.53,2018.0,0.0,25.5,naturally ventilated,cool/dry,-0.29,1.9,5.0,26.0,24.0
57090,58133,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,26.1,48.6,0.58,2018.0,0.0,25.5,naturally ventilated,cool/dry,-0.29,1.2,5.0,26.0,26.0
57120,58163,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,-1.0,india,19.0759837,72.8776559,Am,26.0,47.8,0.55,2018.0,0.67,25.5,naturally ventilated,cool/dry,-0.29,1.9,5.0,26.0,40.0
57150,58193,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,0.0,india,19.0759837,72.8776559,Am,31.5,58.7,0.29,2018.0,0.25,25.5,naturally ventilated,hot/wet,-0.29,0.7,5.0,26.0,45.0
57180,58223,Jeetika Malik,mumbai,tropical wet savanna,multifamily housing,2.0,india,19.0759837,72.8776559,Am,31.3,59.5,0.84,2018.0,0.34,25.5,naturally ventilated,hot/wet,-0.29,0.9,5.0,26.0,28.0
57210,58253,Guy Newsham,ottawa,humid midlatitude,office,1.0,canada,45.4215296,-75.6971931,Dfb,24.1,25.1,0.62,1994.0,0.1,25.5,air conditioned,summer,-0.29,1.0,5.0,26.0,35.0
